,type,locality,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,RWH,STP,HK,PB,VP,city,furnishing_encoded,parking_encoded
641,BHK1,Ejipura,SEMI_FURNISHED,NONE,500,0.0,1.0,E,1.0,2.0,CORP_BORE,1,1.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,1
642,BHK2,Hampi Nagar,SEMI_FURNISHED,BOTH,1000,0.0,2.0,E,2.0,2.0,CORPORATION,1,1.0,23000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
643,BHK3,Kumaraswamy Layout,SEMI_FURNISHED,BOTH,1200,1.0,3.0,W,4.0,0.0,CORPORATION,2,1.0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
644,BHK3,Jeevanbhima Nagar,SEMI_FURNISHED,BOTH,1800,5.0,3.0,E,6.0,2.0,CORP_BORE,3,5.0,22000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,Bengaluru,1,3
645,BHK3,BTM Layout,SEMI_FURNISHED,FOUR_WHEELER,2080,11.0,3.0,E,3.0,10.0,CORP_BORE,3,2.0,45000.0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,Bengaluru,1,2
646,BHK2,Sriramamandir Ward,SEMI_FURNISHED,NONE,625,1.0,2.0,W,2.0,1.0,CORPORATION,1,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,1
647,BHK2,Vignananagar,SEMI_FURNISHED,NONE,690,0.0,2.0,N,2.0,2.0,CORP_BORE,3,1.0,18000.0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,Bengaluru,1,1
648,RK1,Hoysala Nagara,NOT_FURNISHED,NONE,1200,0.0,1.0,E,0.0,1.0,CORPORATION,2,0.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,1
649,BHK2,ISRO Layout,SEMI_FURNISHED,BOTH,1080,6.0,2.0,S,2.0,1.0,CORP_BORE,3,1.0,16000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,3
650,BHK1,Kaggadasapura,SEMI_FURNISHED,BOTH,600,1.0,1.0,N,1.0,2.0,CORP_BORE,1,2.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
651,BHK1,Vignananagar,SEMI_FURNISHED,TWO_WHEELER,650,2.0,1.0,N,2.0,2.0,CORPORATION,1,1.0,11500.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Bengaluru,1,0
652,BHK3,Yelchenahalli Ward,SEMI_FURNISHED,FOUR_WHEELER,1200,5.0,2.0,E,3.0,0.0,CORPORATION,2,1.0,18000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,2
653,BHK2,Dodda Nekkundi,SEMI_FURNISHED,BOTH,1047,0.0,2.0,N,3.0,12.0,BOREWELL,3,2.0,27000.0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,Bengaluru,1,3
654,BHK1,Jayanagar,SEMI_FURNISHED,FOUR_WHEELER,500,5.0,1.0,N,1.0,2.0,CORPORATION,2,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Bengaluru,1,2
655,BHK3,AGS Layout,SEMI_FURNISHED,BOTH,1600,10.0,2.0,N,2.0,1.0,CORPORATION,2,0.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Bengaluru,1,3
656,BHK2,BTM Layout,SEMI_FURNISHED,BOTH,1100,9.0,2.0,E,2.0,3.0,CORP_BORE,3,2.0,15000.0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,Bengaluru,1,3
657,BHK1,Varthur,SEMI_FURNISHED,TWO_WHEELER,400,10.0,1.0,N,2.0,2.0,CORPORATION,1,1.0,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
658,RK1,Madiwala,SEMI_FURNISHED,TWO_WHEELER,300,17.0,1.0,E,1.0,2.0,CORP_BORE,1,0.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
659,BHK3,Kadugodi,SEMI_FURNISHED,BOTH,1850,0.0,3.0,N,3.0,1.0,BOREWELL,3,2.0,20000.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,Bengaluru,1,3
660,BHK2,Puttenahalli,SEMI_FURNISHED,BOTH,900,5.0,2.0,N,0.0,2.0,CORPORATION,1,0.0,17000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
661,BHK3,Bellanduru,SEMI_FURNISHED,BOTH,1500,0.0,3.0,N,3.0,0.0,CORP_BORE,3,3.0,25000.0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,Bengaluru,1,3
662,BHK1,Nagarabhavi,SEMI_FURNISHED,TWO_WHEELER,800,8.0,2.0,N,1.0,0.0,CORPORATION,1,0.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
663,BHK2,Jayanagar,FULLY_FURNISHED,BOTH,850,5.0,1.0,N,3.0,0.0,CORPORATION,3,1.0,25000.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,Bengaluru,2,3
664,BHK2,Valmiki Nagar,SEMI_FURNISHED,TWO_WHEELER,600,1.0,1.0,E,2.0,1.0,CORP_BORE,1,1.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Bengaluru,1,0
665,BHK2,Varthur,SEMI_FURNISHED,BOTH,1012,0.0,2.0,E,2.0,11.0,BOREWELL,3,1.0,21000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,Bengaluru,1,3
666,BHK1,Bellanduru,SEMI_FURNISHED,BOTH,550,2.0,1.0,E,1.0,0.0,BOREWELL,1,1.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bengaluru,1,3
667,BHK1,Dodda Nekkundi,SEMI_FURNISHED,BOTH,450,4.0,1.0,E,2.0,2.0,CORP_BORE,3,1.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bengaluru,1,3
668,BHK1,Dodda Nekkundi,SEMI_FURNISHED,TWO_WHEELER,500,1.0,1.0,E,1.0,1.0,BOREWELL,1,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Bengaluru,1,0
669,BHK2,Dodda Nekkundi,SEMI_FURNISHED,BOTH,1208,4.0,2.0,E,4.0,3.0,CORP_BORE,3,2.0,18000.0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,Bengaluru,1,3
670,BHK1,Basavanagudi,SEMI_FURNISHED,TWO_WHEELER,500,1.0,1.0,S,1.0,1.0,CORP_BORE,1,0.0,8500.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Bengaluru,1,0
671,BHK3,Benson Town,SEMI_FURNISHED,BOTH,1415,0.0,3.0,N,3.0,1.0,CORP_BORE,3,2.0,45000.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Bengaluru,1,3
672,BHK1,Koramangala,SEMI_FURNISHED,TWO_WHEELER,500,5.0,2.0,W,1.0,0.0,CORPORATION,1,0.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
673,BHK1,Yediyur Ward,NOT_FURNISHED,TWO_WHEELER,500,3.0,1.0,E,4.0,2.0,CORP_BORE,1,1.0,11000.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Bengaluru,0,0
674,BHK2,AGS Layout,SEMI_FURNISHED,FOUR_WHEELER,900,0.0,2.0,E,3.0,2.0,CORP_BORE,1,0.0,12000.0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,Bengaluru,1,2
675,BHK2,Dodda Nekkundi,SEMI_FURNISHED,BOTH,1140,8.0,2.0,N,6.0,2.0,CORP_BORE,3,1.0,18500.0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,Bengaluru,1,3
676,BHK2,Dr. Raj Kumar Ward,SEMI_FURNISHED,TWO_WHEELER,700,7.0,1.0,N,1.0,1.0,CORP_BORE,1,0.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
677,BHK2,Telecom Layout,SEMI_FURNISHED,TWO_WHEELER,1000,8.0,2.0,N,2.0,1.0,CORP_BORE,1,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
678,BHK2,Kottigepalya,NOT_FURNISHED,NONE,800,3.0,1.0,N,0.0,2.0,CORPORATION,1,0.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,1
679,BHK2,Jnana Bharathi,SEMI_FURNISHED,TWO_WHEELER,900,3.0,2.0,N,2.0,0.0,CORP_BORE,1,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
680,BHK2,Yediyur Ward,NOT_FURNISHED,NONE,675,10.0,1.0,N,0.0,0.0,CORP_BORE,2,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,1
681,BHK3,Kadugodi,SEMI_FURNISHED,BOTH,2300,1.0,4.0,E,3.0,1.0,CORP_BORE,3,2.0,35000.0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,Bengaluru,1,3
682,BHK2,Panathur,SEMI_FURNISHED,FOUR_WHEELER,1100,2.0,2.0,E,2.0,3.0,CORPORATION,3,1.0,25000.0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,Bengaluru,1,2
683,BHK3,Kadugodi,SEMI_FURNISHED,BOTH,1450,8.0,2.0,S,2.0,3.0,CORP_BORE,3,0.0,18000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Bengaluru,1,3
684,BHK2,Shanthala Nagar,FULLY_FURNISHED,BOTH,1100,10.0,2.0,S,5.0,2.0,CORP_BORE,3,1.0,37500.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Bengaluru,2,3
685,BHK2,Malagala,NOT_FURNISHED,BOTH,1000,0.0,2.0,N,0.0,0.0,CORPORATION,2,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,3
686,BHK3,Wilson Garden,NOT_FURNISHED,TWO_WHEELER,1200,40.0,2.0,N,0.0,1.0,CORPORATION,1,2.0,30000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,0
687,BHK2,ISRO Layout,SEMI_FURNISHED,TWO_WHEELER,650,20.0,1.0,N,2.0,1.0,CORP_BORE,1,0.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
688,BHK1,Lal Bahadur Shastri Nagar,SEMI_FURNISHED,TWO_WHEELER,700,10.0,1.0,S,2.0,0.0,BOREWELL,1,0.0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
689,BHK2,Hagadur,SEMI_FURNISHED,BOTH,1500,2.0,3.0,E,2.0,1.0,CORPORATION,3,3.0,17000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,Bengaluru,1,3
690,BHK2,Others,SEMI_FURNISHED,TWO_WHEELER,950,3.0,2.0,E,2.0,0.0,CORPORATION,2,0.0,12500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
691,BHK2,Madiwala,SEMI_FURNISHED,TWO_WHEELER,950,10.0,2.0,N,5.0,0.0,CORPORATION,1,1.0,20000.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Bengaluru,1,0
692,BHK2,Nallurahalli,SEMI_FURNISHED,BOTH,1210,1.0,2.0,E,5.0,3.0,BOREWELL,3,2.0,21000.0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,Bengaluru,1,3
693,BHK2,Shivaji Nagar,NOT_FURNISHED,NONE,550,5.0,1.0,N,0.0,3.0,CORPORATION,1,1.0,8500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,1
694,BHK3,Dodda Nekkundi,SEMI_FURNISHED,BOTH,1200,5.0,2.0,N,3.0,0.0,BOREWELL,3,2.0,24000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Bengaluru,1,3
695,BHK1,Munekolala,SEMI_FURNISHED,FOUR_WHEELER,500,1.0,1.0,N,2.0,1.0,CORPORATION,3,1.0,12000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Bengaluru,1,2
696,BHK2,Hanumantha Nagar,SEMI_FURNISHED,TWO_WHEELER,700,10.0,2.0,E,4.0,2.0,CORP_BORE,2,0.0,13000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Bengaluru,1,0
697,BHK2,Munekolala,SEMI_FURNISHED,BOTH,1000,0.0,2.0,E,4.0,10.0,BOREWELL,3,1.0,18000.0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,Bengaluru,1,3
698,BHK3,Puttenahalli,SEMI_FURNISHED,TWO_WHEELER,1350,10.0,2.0,N,3.0,0.0,CORP_BORE,1,0.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
699,BHK3,Rajarajeshwari Nagar,NOT_FURNISHED,TWO_WHEELER,1200,10.0,2.0,N,0.0,1.0,CORPORATION,1,1.0,12495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,0
700,BHK3,Kodihalli,SEMI_FURNISHED,BOTH,1200,12.0,2.0,E,5.0,2.0,CORP_BORE,3,3.0,33000.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,Bengaluru,1,3
701,BHK2,Kadugodi,SEMI_FURNISHED,BOTH,500,3.0,1.0,W,2.0,1.0,BOREWELL,1,2.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bengaluru,1,3
702,BHK4,Ambalipura,SEMI_FURNISHED,BOTH,1600,1.0,3.0,N,3.0,9.0,CORP_BORE,3,2.0,38500.0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,Bengaluru,1,3
703,BHK1,Sriramamandir Ward,SEMI_FURNISHED,NONE,600,15.0,1.0,E,1.0,1.0,CORP_BORE,1,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Bengaluru,1,1
704,BHK2,Ejipura,SEMI_FURNISHED,BOTH,1100,5.0,2.0,N,2.0,1.0,CORP_BORE,1,1.0,25000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,3
705,BHK2,Bellanduru,SEMI_FURNISHED,BOTH,1250,9.0,2.0,W,2.0,7.0,BOREWELL,3,3.0,28500.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,Bengaluru,1,3
706,BHK3,Bellanduru,SEMI_FURNISHED,BOTH,1564,1.0,2.0,E,2.0,16.0,BOREWELL,3,2.0,45000.0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,Bengaluru,1,3
707,BHK3,Banashankari,SEMI_FURNISHED,BOTH,1000,30.0,2.0,S,3.0,1.0,CORP_BORE,1,0.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
708,BHK2,Ittamadu,SEMI_FURNISHED,TWO_WHEELER,900,0.0,2.0,N,2.0,0.0,CORP_BORE,1,0.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
709,BHK2,Banashankari,SEMI_FURNISHED,TWO_WHEELER,800,20.0,2.0,N,2.0,0.0,CORPORATION,1,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
710,BHK2,Pattanagere,SEMI_FURNISHED,BOTH,1200,10.0,2.0,E,2.0,0.0,CORPORATION,1,0.0,15500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bengaluru,1,3
711,BHK2,Marathahalli,SEMI_FURNISHED,BOTH,1235,3.0,2.0,S,2.0,3.0,CORP_BORE,3,2.0,26500.0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,Bengaluru,1,3
712,BHK2,Hoodi,FULLY_FURNISHED,FOUR_WHEELER,1290,5.0,2.0,N,3.0,0.0,CORPORATION,3,1.0,27000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Bengaluru,2,2
713,BHK2,Ejipura,SEMI_FURNISHED,BOTH,1017,9.0,2.0,E,2.0,3.0,CORP_BORE,3,2.0,24000.0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,Bengaluru,1,3
714,BHK1,Rajarajeshwari Nagar,SEMI_FURNISHED,TWO_WHEELER,600,3.0,1.0,E,1.0,2.0,CORP_BORE,1,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
716,BHK4,Lal Bahadur Shastri Nagar,SEMI_FURNISHED,BOTH,1800,3.0,3.0,E,4.0,0.0,CORPORATION,2,1.0,30000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,Bengaluru,1,3
717,BHK2,Hongasandra,SEMI_FURNISHED,TWO_WHEELER,600,5.0,2.0,W,2.0,0.0,CORP_BORE,1,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Bengaluru,1,0
718,BHK1,BTM Layout,SEMI_FURNISHED,TWO_WHEELER,425,10.0,1.0,W,1.0,1.0,BOREWELL,1,1.0,13000.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Bengaluru,1,0
719,BHK3,HSR Layout,SEMI_FURNISHED,BOTH,1100,15.0,3.0,W,3.0,0.0,CORPORATION,1,1.0,21000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Bengaluru,1,3
720,BHK2,Hosakerehalli,SEMI_FURNISHED,BOTH,800,20.0,2.0,W,2.0,0.0,CORP_BORE,2,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,3
721,BHK2,Hagadur,SEMI_FURNISHED,BOTH,1195,1.0,2.0,N,5.0,2.0,CORPORATION,3,1.0,22000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,Bengaluru,1,3
722,BHK2,Hagadur,SEMI_FURNISHED,BOTH,1200,15.0,2.0,W,2.0,0.0,BOREWELL,3,2.0,16000.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Bengaluru,1,3
723,BHK2,HSR Layout,FULLY_FURNISHED,TWO_WHEELER,1200,5.0,2.0,N,0.0,2.0,CORPORATION,1,1.0,27000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,2,0
724,BHK2,Bellanduru,SEMI_FURNISHED,TWO_WHEELER,600,0.0,2.0,N,2.0,0.0,CORP_BORE,1,1.0,16000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,0
725,BHK2,JP Nagar,FULLY_FURNISHED,BOTH,1400,10.0,2.0,N,4.0,9.0,BOREWELL,3,3.0,42000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Bengaluru,2,3
726,BHK2,Ambalipura,FULLY_FURNISHED,FOUR_WHEELER,1305,10.0,2.0,S,2.0,8.0,BOREWELL,3,2.0,38000.0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,Bengaluru,2,2
727,BHK3,Hagadur,SEMI_FURNISHED,BOTH,1650,5.0,3.0,E,2.0,2.0,BOREWELL,3,3.0,26000.0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,Bengaluru,1,3
728,BHK2,Vrisabhavathi Nagar,SEMI_FURNISHED,TWO_WHEELER,900,15.0,1.0,N,3.0,0.0,CORP_BORE,1,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Bengaluru,1,0
729,BHK2,Rajajinagar,SEMI_FURNISHED,TWO_WHEELER,650,10.0,1.0,N,3.0,0.0,CORPORATION,1,0.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
730,BHK1,Banashankari,SEMI_FURNISHED,BOTH,750,10.0,1.0,E,2.0,0.0,CORPORATION,2,1.0,9000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,3
731,BHK2,BTM Layout,SEMI_FURNISHED,BOTH,570,20.0,1.0,E,1.0,1.0,CORPORATION,1,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Bengaluru,1,3
732,BHK2,Hoodi,FULLY_FURNISHED,BOTH,978,0.0,2.0,E,2.0,7.0,BOREWELL,3,1.0,20000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,Bengaluru,2,3
733,BHK2,Devarabeesanahalli,SEMI_FURNISHED,BOTH,1215,2.0,2.0,E,3.0,1.0,BOREWELL,3,1.0,22000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Bengaluru,1,3
734,BHK1,Munekolala,SEMI_FURNISHED,TWO_WHEELER,500,0.0,1.0,E,1.0,1.0,CORP_BORE,3,0.0,14000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Bengaluru,1,0
735,BHK3,Vignananagar,SEMI_FURNISHED,FOUR_WHEELER,1535,2.0,3.0,E,3.0,1.0,CORPORATION,3,1.0,28000.0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,Bengaluru,1,2
736,BHK2,Hemmigepura,SEMI_FURNISHED,BOTH,1500,1.0,2.0,N,2.0,1.0,CORP_BORE,1,3.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
737,BHK2,Kaadubeesanahalli,SEMI_FURNISHED,BOTH,1193,0.0,2.0,W,1.0,10.0,CORP_BORE,3,1.0,34000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bengaluru,1,3
738,BHK3,Chamarajpet,SEMI_FURNISHED,BOTH,1550,15.0,3.0,N,3.0,3.0,CORP_BORE,3,0.0,35000.0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,Bengaluru,1,3
739,BHK2,Haralur,SEMI_FURNISHED,TWO_WHEELER,800,3.0,1.0,E,1.0,2.0,BOREWELL,1,1.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
740,BHK2,Sriramamandir Ward,SEMI_FURNISHED,BOTH,800,0.0,2.0,N,2.0,0.0,CORP_BORE,1,0.0,17500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,3
741,BHK2,JP Nagar,SEMI_FURNISHED,BOTH,1210,8.0,2.0,S,2.0,3.0,CORP_BORE,3,2.0,18000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Bengaluru,1,3
742,BHK1,Vijayanagar,SEMI_FURNISHED,NONE,400,3.0,1.0,E,1.0,3.0,CORP_BORE,1,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
743,BHK3,Rajarajeshwari Nagar,SEMI_FURNISHED,FOUR_WHEELER,1650,0.0,3.0,W,3.0,0.0,CORP_BORE,3,0.0,21000.0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,Bengaluru,1,2
744,BHK2,Hosa Tippasandra,SEMI_FURNISHED,TWO_WHEELER,340,3.0,1.0,S,1.0,3.0,CORPORATION,1,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
745,RK1,Pattabhiram Nagar,SEMI_FURNISHED,TWO_WHEELER,300,2.0,1.0,N,1.0,4.0,CORP_BORE,1,1.0,8500.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Bengaluru,1,0
746,BHK1,Jakkasandra,SEMI_FURNISHED,TWO_WHEELER,600,2.0,1.0,E,1.0,2.0,CORP_BORE,1,0.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,1,0
747,BHK2,Jayanagar,SEMI_FURNISHED,NONE,1100,1.0,2.0,N,3.0,3.0,CORP_BORE,3,1.0,16000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,1
748,BHK2,Rajajinagar,SEMI_FURNISHED,TWO_WHEELER,650,30.0,2.0,S,2.0,0.0,CORP_BORE,1,0.0,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
749,BHK1,Sriramamandir Ward,NOT_FURNISHED,TWO_WHEELER,400,0.0,1.0,E,0.0,0.0,CORP_BORE,1,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bengaluru,0,0
750,BHK1,Hosa Tippasandra,NOT_FURNISHED,TWO_WHEELER,600,15.0,1.0,E,0.0,2.0,CORPORATION,1,2.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,0
751,BHK2,Srinagar,NOT_FURNISHED,TWO_WHEELER,650,7.0,2.0,E,0.0,2.0,CORP_BORE,1,0.0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Bengaluru,0,0
752,BHK2,Marathahalli,SEMI_FURNISHED,BOTH,1240,8.0,2.0,E,2.0,1.0,CORP_BORE,3,2.0,25000.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,Bengaluru,1,3
753,BHK3,Bellanduru,SEMI_FURNISHED,BOTH,3400,4.0,3.0,N,3.0,1.0,CORP_BORE,3,2.0,50000.0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,Bengaluru,1,3
754,BHK2,BTM Layout,SEMI_FURNISHED,BOTH,1000,10.0,2.0,E,4.0,4.0,CORP_BORE,3,1.0,22000.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,Bengaluru,1,3
755,BHK2,Bellanduru,SEMI_FURNISHED,BOTH,1160,0.0,2.0,N,2.0,1.0,BOREWELL,3,2.0,25000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,Bengaluru,1,3
756,BHK3,Vrisabhavathi Nagar,SEMI_FURNISHED,BOTH,1400,10.0,2.0,E,2.0,0.0,CORP_BORE,2,0.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
