,type,locality,property_size,property_age,bathroom,facing,cup_board,floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,RWH,STP,HK,PB,VP,furnishing_encoded,parking_encoded
1210,3,Banashankari,1100,5,2,2,2,2,1,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1211,4,HSR Layout,1800,0,3,1,3,2,2,1,1,50000.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3
1212,3,Rajarajeshwari Nagar,1200,10,2,2,2,0,2,1,0,11000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1213,2,HSR Layout,600,5,1,2,1,4,1,1,0,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1214,4,ISRO Layout,1000,5,3,2,3,0,2,1,0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1215,3,HSR Layout,1000,10,1,3,2,0,1,1,1,24500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1216,3,Vignananagar,1180,10,2,1,2,0,2,1,1,22000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3
1217,3,ISRO Layout,600,10,1,2,2,2,1,1,1,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1218,2,Suddagunte Palya Ward,400,13,1,2,0,1,1,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1219,3,Puttenahalli,600,8,1,2,2,0,1,1,1,8000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1220,3,Nayandahalli Ward,800,3,1,2,2,0,2,1,0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1221,3,Dodda Nekkundi,700,8,1,2,1,0,3,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
1222,3,Banashankari,750,15,1,1,2,3,2,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1223,2,Ejipura,500,6,1,2,1,1,2,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1224,3,Ambalipura,500,2,1,2,1,0,2,1,0,21000.0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,3
1225,3,Madiwala,600,4,1,1,1,2,1,1,1,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1226,4,Kaveri Layout,1200,1,3,2,3,0,1,1,0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3
1227,2,Nallurahalli,1000,5,1,2,2,1,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1228,1,Ramagondanahalli,350,5,1,1,0,1,1,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1229,3,Kaveri Layout,550,0,2,2,3,0,2,1,0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
1230,3,HSR Layout,700,2,1,1,0,1,2,1,0,35000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1231,3,Kumaraswamy Layout,1150,12,1,1,3,0,1,1,1,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1232,4,Hemmigepura,1200,10,2,2,3,1,1,1,1,13500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
1233,2,ISRO Layout,500,5,1,2,1,0,1,1,0,11000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1234,2,Dattatreya Temple Ward,600,0,1,2,0,1,2,1,0,11000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1235,3,Bhuvaneshwari Nagar,800,15,2,1,2,0,1,1,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1236,2,Dodda Nekkundi,530,0,1,1,1,3,1,1,1,15000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1237,3,Girinagar,900,3,1,2,1,2,1,1,1,13500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1238,2,Haralur,400,0,1,2,0,3,3,1,0,11000.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1239,3,Pattabhiram Nagar,900,2,2,3,2,2,1,1,0,18500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1240,2,AGS Layout,700,2,1,1,1,3,2,1,0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1241,3,Vignananagar,1000,0,2,2,2,1,3,1,1,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1242,2,Bommanahalli,500,1,1,2,2,1,2,1,1,10000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1243,2,Bellanduru,500,10,1,1,1,0,2,1,0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1244,2,Hagadur,400,3,1,2,1,2,2,1,1,8500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1245,3,Jakkasandra,700,7,1,1,2,0,1,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1246,2,Varthur,700,0,1,1,1,2,3,1,1,8500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1247,2,Konena Agrahara Ward,650,1,2,3,2,2,2,1,1,13000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1248,3,Madiwala,800,1,2,2,2,3,2,1,1,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1249,3,Hagadur,600,10,2,1,2,2,1,1,1,12500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1250,2,JP Nagar,500,10,1,2,2,2,1,1,0,10500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1251,3,Hemmigepura,1200,0,2,2,2,2,1,1,1,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1252,3,Munekolala,800,5,1,1,1,1,2,1,0,12500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1253,3,Gurappanapalya Ward,600,5,1,1,1,2,1,1,1,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1254,2,Madhuranagara,800,10,2,2,1,0,1,1,1,10000.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,3
1255,1,Basavanagudi,260,3,1,1,1,3,1,1,2,8500.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0
1256,3,Basavanagudi,1200,10,2,3,3,1,2,1,1,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1257,4,Bellanduru,1500,2,3,4,3,1,3,1,2,28000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,3
1258,3,Adugodi,800,10,2,2,1,2,2,1,0,16500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1259,2,AECS Layout,500,0,1,2,1,1,2,1,1,18000.0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,3
1260,3,ISRO Layout,800,7,2,3,2,0,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1261,1,Hosa Tippasandra,150,0,1,4,1,0,2,1,0,9000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1262,3,JP Nagar,900,1,1,2,2,1,1,1,1,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1263,3,Dodda Nekkundi,1000,5,2,2,2,1,2,1,1,22000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
1264,2,Srinagar,450,3,1,2,0,0,1,1,1,9000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1265,3,HSR Layout,1000,3,2,2,2,1,2,1,1,26000.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,3
1266,2,Agaram,900,4,1,1,1,3,2,1,0,17000.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3
1267,4,Jnana Bharathi,1100,3,3,1,3,2,2,1,0,13500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1268,2,Vijayanagar,440,4,1,2,0,0,2,1,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
1269,4,Koramangala,1600,15,3,2,3,1,1,1,0,47000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1270,3,Lakkasandra,800,10,2,2,2,0,2,1,1,18000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
1271,4,Avalahalli,2000,10,2,1,3,1,1,1,1,19000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1272,3,Hoysala Nagara,2000,1,2,2,2,0,2,1,0,26000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1273,3,Koramangala,1200,10,2,1,2,1,1,1,0,21000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1274,1,Vimanapura,250,0,1,3,1,2,2,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1275,2,BTM Layout,450,6,1,3,1,2,1,1,0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1276,2,Suddagunte Palya Ward,400,10,1,1,1,4,2,1,2,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1277,3,Hagadur,900,7,2,2,2,1,1,1,1,11500.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
1278,3,Katriguppe,950,8,1,2,2,1,1,1,1,13500.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1279,2,Hoysala Nagara,500,6,1,2,2,3,1,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2
1280,3,Banashankari,600,5,2,1,2,1,2,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1281,3,Dodda Nekkundi,700,4,2,1,2,0,1,1,0,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1282,3,Rajarajeshwari Nagar,900,3,2,2,3,0,2,1,0,13000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1283,3,Ejipura,900,3,2,2,2,4,2,1,0,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1284,3,Garudachara Palya,820,2,2,2,0,1,2,1,1,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1285,2,Malagala,1000,10,1,4,1,1,2,1,0,8500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3
1286,3,Udaya Nagar,650,1,2,1,2,1,2,1,1,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1287,3,Jnana Bharathi,950,1,2,2,2,0,2,1,0,11500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1288,3,Shakambari Nagar,700,10,2,4,0,2,1,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1289,2,Marathahalli,450,9,1,2,1,2,1,1,0,12500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1290,2,Hanumantha Nagar,550,8,1,2,1,3,1,1,1,8000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1291,3,Dodda Nekkundi,925,5,1,1,2,1,1,1,0,18000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1292,3,Domlur,720,6,1,2,2,3,2,1,0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1293,3,Ramagondanahalli,800,0,2,2,2,2,3,1,0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1294,3,Munekolala,700,3,1,2,2,1,1,1,1,12500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1295,3,Thippasandra,550,7,1,2,2,1,2,1,0,16000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2
1296,3,Vishveshwara Puram,600,6,1,4,0,0,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1297,2,Jakkasandra,600,8,1,2,1,0,2,1,0,12500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1298,3,Narayanapura,1300,12,2,3,1,1,1,1,0,16500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1299,3,JP Nagar,900,15,2,1,2,0,1,1,0,17000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1300,3,Madiwala,1600,3,2,2,2,1,1,1,1,21000.0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,3
1301,2,Yelchenahalli Ward,1000,0,1,2,1,0,2,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3
1302,3,Madiwala,1200,8,2,2,2,1,1,1,1,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1303,4,JP Nagar,1100,10,2,4,2,0,1,1,1,21000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3
1304,2,Kumaraswamy Layout,6,12,1,2,1,0,1,1,1,8000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1305,3,Bommanahalli,600,0,2,1,2,1,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1306,3,Rajarajeshwari Nagar,1000,0,2,1,1,1,2,1,0,14500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1307,5,Vijayanagar,1200,5,2,3,3,2,1,1,1,35000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1308,3,Prakash Nagar Ward,900,0,2,2,0,1,2,1,2,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1309,3,Devarabeesanahalli,900,1,2,2,2,2,3,1,1,15000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1310,2,Narayanapura,400,1,1,1,1,0,2,1,1,8000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1311,3,Byrasandra Ward,900,11,2,1,2,2,2,1,2,17500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
1312,2,Hoysala Nagara,528,10,1,2,1,2,1,1,1,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1313,1,Hosa Tippasandra,250,1,1,4,0,4,1,1,1,12500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1314,2,Hosakerehalli,650,1,1,2,2,1,1,1,1,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
1315,2,Bellanduru,500,4,1,1,2,1,3,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
1316,4,Konena Agrahara Ward,1200,10,2,2,3,0,2,1,0,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1317,2,Katriguppe,425,5,1,1,1,2,2,1,1,8500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1318,3,Hanumantha Nagar,650,10,1,1,1,2,1,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1319,2,Gandhinagar,800,10,1,2,2,1,1,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1320,3,Banashankari,1000,8,1,2,2,2,1,1,0,12500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1321,3,Bilekahalli,1400,3,2,3,1,1,1,1,1,12000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1322,3,HSR Layout,1101,5,2,2,2,2,1,1,0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,3
1323,2,Shakambari Nagar,650,10,1,2,0,2,1,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1324,2,Basavanagudi,600,0,1,3,1,0,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1325,3,Rajarajeshwari Nagar,1200,0,2,2,2,0,2,1,0,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1326,2,Dodda Nekkundi,900,15,1,2,1,0,2,1,0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1327,2,Koramangala,350,5,1,1,1,2,1,1,0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1328,4,BTM Layout,1300,7,2,2,3,1,2,1,1,26000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1329,3,Kaggadasapura,900,0,2,2,2,0,2,1,0,14500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1330,3,Jakkasandra,700,3,2,2,2,3,2,1,1,17500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1331,3,Vignananagar,1550,3,2,2,3,0,1,1,2,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1332,3,Hoodi,900,0,2,1,1,1,2,1,1,17000.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1333,2,Bellanduru,650,0,1,1,1,1,2,1,1,15000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1334,2,Jayanagar,500,1,1,1,0,1,1,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1335,3,Puttenahalli,750,15,2,1,2,0,1,1,1,13000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1336,4,Basaveshwaranagar,1200,10,2,2,3,2,2,1,1,19000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3
1337,2,Koramangala,1000,8,1,2,1,2,2,1,1,17000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1338,3,Gali Anjenaya Temple ward,1000,10,2,1,2,0,1,1,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1339,1,Frazer Town,250,3,1,4,1,0,1,1,0,10000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1340,3,Vasanthpura Ward,800,5,1,2,2,0,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1341,2,HAL Airport Ward,790,2,1,2,0,1,1,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1342,3,Ramagondanahalli,850,3,2,2,2,2,3,1,1,12500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,3
1343,3,Adugodi,600,3,1,2,0,3,2,1,0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1344,3,Sarvagna Nagar,600,7,1,2,1,1,1,1,1,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1345,4,Vasanth Nagar,1200,2,3,1,3,0,1,1,0,40000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1346,3,Others,800,3,1,1,2,0,1,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1347,3,HSR Layout,900,8,2,1,2,0,2,1,0,20000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1348,4,Suddagunte Palya Ward,900,10,2,2,1,2,2,1,2,16500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1349,2,Dodda Nekkundi,500,7,2,2,1,2,2,1,0,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1350,2,Bilekahalli,600,12,1,3,2,1,1,1,1,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
1351,3,Rajarajeshwari Nagar,1100,5,2,2,2,1,2,1,1,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1352,2,Udaya Nagar,500,7,1,2,1,4,1,1,1,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1353,3,Maruthi Mandir ward,600,15,1,2,0,1,2,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1354,2,Madiwala,400,5,2,1,2,0,2,1,1,10800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1355,3,JP Nagar,900,5,2,1,2,0,2,1,0,12500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1356,3,Varthur,1000,1,2,2,2,1,3,1,1,11000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1357,3,Varthur,800,3,2,1,2,1,1,1,1,12500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1358,3,Yelchenahalli Ward,700,1,2,1,2,0,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1359,4,Srinagar,1600,10,2,2,0,0,2,1,2,28000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3
1360,3,BCC Layout,1100,12,2,2,2,1,1,1,2,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1361,2,Banashankari,600,5,1,2,1,2,1,1,0,9000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1362,3,Kumaraswamy Layout,450,14,1,1,2,1,1,1,1,10500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1363,5,BTM Layout,2000,2,4,4,3,2,1,1,0,50000.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,3
1364,2,HSR Layout,800,3,1,2,1,3,2,1,1,16000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1365,3,Adugodi,800,6,2,2,0,2,1,1,1,14000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1366,2,Jayanagar,600,1,1,1,2,3,2,1,1,12500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0
1367,3,Vijayanagar,900,5,2,2,0,0,2,1,0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1368,3,Deepanjali Nagar,900,10,2,2,2,1,2,1,2,16000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1369,2,Jayanagar,600,0,1,2,1,5,3,1,2,17000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3
1370,2,Srinagar,600,0,1,2,1,2,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1371,3,Madiwala,600,15,2,4,0,0,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,3,JP Nagar,750,18,1,2,2,1,1,1,1,17500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1373,4,Rajarajeshwari Nagar,1000,10,3,1,2,1,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1374,3,Kumaraswamy Layout,1000,15,2,2,2,0,1,1,0,17500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1375,2,Jayanagar,750,5,1,2,1,2,1,1,1,13500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
1376,3,Jayanagar,650,15,2,2,1,0,1,1,1,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1377,2,HAL Airport Ward,700,4,1,1,1,1,2,1,1,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1378,2,Munekolala,500,3,1,1,1,3,2,1,1,10000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1379,3,BTM Layout,600,0,2,1,2,2,1,1,1,18000.0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
1380,3,Bhuvaneshwari Nagar,1200,20,2,2,2,1,2,1,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1381,2,HSR Layout,600,5,1,2,2,0,1,1,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1382,3,Kadugodi,750,5,2,3,2,0,3,1,0,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1383,3,Hagadur,800,1,1,1,1,1,2,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2
1384,3,Bellanduru,600,10,1,2,0,0,2,1,1,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1385,3,Jayanagar,1200,2,2,1,3,0,2,1,0,18000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,3
1386,2,Sunkenahalli Ward,400,15,1,2,0,1,1,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1387,3,Chikkalasandra,1216,7,2,2,2,3,2,1,2,18000.0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3
1388,3,Srinagar,1000,10,2,1,2,2,2,1,1,13500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1389,3,Basavanagudi,1000,4,2,2,2,2,2,1,1,30000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
