,Property Type,Property Size,Property Age,Number of Bathrooms,Property Facing Direction,Cupboard Availability,Floor Information,Water Supply Type,Building Type,Number of Balconies,Property Rent,Lift Availability,Gym Availability,Internet Availability,Air Conditioning Availability,Clubhouse Availability,Intercom Availability,Pool Availability,Covered Parking Availability,Fire Safety Measures,Servant Room Availability,Security Measures,Solar Charging Availability,Greenery/Park View,Rainwater Harvesting Availability,Sewage Treatment Plant Availability,Housekeeping Services,Power Backup Availability,Visitor Parking Availability,Furnishing Type (Encoded),Parking Type (Encoded),Property Zone - Bangalore East,Property Zone - Bangalore North,Property Zone - Bangalore South
8721,2,600,7,1,2,1,1,2,1,1,10000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
8725,3,1000,10,1,3,2,1,1,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8727,3,788,2,2,2,2,3,2,1,0,45000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
8733,3,700,10,1,2,2,0,2,1,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
8734,2,450,2,1,1,0,0,1,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8735,3,1000,9,2,2,2,0,2,1,0,23000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
8736,2,600,13,1,1,0,2,3,1,1,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
8741,3,800,0,2,2,0,2,2,1,0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8744,3,750,10,2,1,2,1,1,1,0,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,1,0
8748,2,600,10,1,2,2,1,1,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,1
8749,3,800,1,2,2,2,1,2,1,0,11000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8751,1,150,20,1,2,1,1,1,1,1,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
8752,3,1100,20,2,2,2,0,2,1,0,25000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
8753,3,1200,0,2,2,2,1,2,1,0,20000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,0,1
8758,4,1440,20,3,3,3,1,1,1,2,30000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
8759,2,400,5,1,1,1,1,3,1,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8762,4,1500,9,2,4,2,1,2,1,1,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0
8764,1,400,20,1,1,0,1,1,1,1,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8766,3,800,3,2,1,2,0,2,1,1,16500.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0
8768,3,800,8,2,2,2,1,1,1,1,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8771,2,500,2,1,2,1,3,3,1,0,10500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8775,3,1208,5,1,2,0,1,3,1,1,9000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,1,0,0
8779,3,885,4,1,1,2,1,2,1,1,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
8782,3,1200,10,2,2,0,2,1,1,1,19000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
8784,3,700,0,2,4,2,1,1,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8786,3,1100,10,2,2,2,2,2,1,1,30000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1
8787,2,600,1,1,2,1,0,2,1,1,15500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,1,0,0
8789,3,1100,1,2,2,2,2,2,1,2,13500.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,3,1,0,0
8790,3,700,3,1,2,1,2,2,1,2,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
8793,3,1000,10,2,3,2,1,1,1,1,27000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
8794,3,600,0,2,2,2,1,1,1,0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8796,3,750,5,2,1,2,1,1,1,1,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8801,3,850,4,2,2,2,2,1,1,1,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
8805,4,1200,17,3,3,3,2,1,1,1,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
8808,3,11,6,2,4,2,1,1,1,0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8810,2,800,5,1,2,1,0,3,1,1,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8816,3,1600,15,2,1,2,1,2,1,2,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8817,3,1200,0,2,1,2,1,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8823,2,450,1,1,2,2,0,1,1,0,17000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,1
8825,3,600,15,2,2,2,0,1,1,0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0
8826,3,850,6,2,2,2,1,2,1,2,17000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
8831,3,1200,10,2,1,2,1,1,1,1,18000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8832,3,750,2,2,1,2,0,2,1,0,11500.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8834,4,1300,10,2,1,2,2,1,1,0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
8837,2,600,5,1,2,1,1,2,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8838,3,650,4,1,2,0,1,1,1,1,13500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8841,1,300,20,1,2,1,0,1,1,0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
8843,3,950,5,1,2,2,1,2,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8844,2,400,4,1,1,1,3,1,1,1,10500.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
8845,4,1100,10,2,2,3,0,2,1,0,22000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0
8847,2,550,1,1,2,1,2,2,1,0,13500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
8848,4,1200,8,1,1,3,1,1,1,1,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8849,3,600,5,2,2,2,1,2,1,0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8855,3,850,5,1,2,0,2,1,1,1,12000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
8858,3,1100,5,2,1,2,1,2,1,1,15000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1
8862,3,1000,0,2,2,2,0,2,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8865,3,750,5,1,1,2,2,2,1,2,16000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
8873,2,650,3,1,1,2,0,2,1,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8874,2,500,6,1,1,1,1,1,1,1,10000.0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
8879,3,850,5,1,2,2,2,2,1,2,15000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8881,3,800,10,1,1,1,1,2,1,1,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8887,3,908,10,2,3,2,1,2,1,2,14000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0
8888,3,1000,1,2,1,2,1,1,1,2,24000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,3,1,0,0
8894,2,600,1,1,1,2,3,1,1,1,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8896,1,200,15,1,4,1,2,1,1,1,8500.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,1
8900,2,500,10,1,2,0,2,2,1,0,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
8903,3,700,8,1,1,3,2,1,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
8906,3,900,10,2,2,3,1,1,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8907,3,1000,3,2,2,2,1,1,1,1,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8908,3,1000,3,2,2,2,2,3,1,1,17000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8910,4,1200,10,3,2,2,1,2,1,0,22000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8917,3,1000,1,2,1,2,3,2,1,2,25000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,3,0,0,1
8918,3,800,10,1,2,2,1,1,1,1,16000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8922,4,1300,13,2,4,3,1,2,1,0,25000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
8923,3,500,9,1,2,1,0,1,1,0,13500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8925,2,430,11,1,1,1,1,1,1,1,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8926,3,1000,10,1,2,2,0,2,1,0,12000.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
8927,3,600,1,2,3,1,3,1,1,2,13000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0
8928,3,800,1,1,2,2,3,1,1,1,16000.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,2,1,0,0
8929,3,1500,0,2,2,2,1,2,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8930,3,600,15,1,4,2,0,2,1,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8933,3,700,10,1,1,1,1,2,1,2,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
8941,4,1200,10,2,3,0,2,2,1,1,19000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1
8943,3,1100,3,1,2,2,0,2,1,1,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
8947,3,1200,0,2,2,2,0,2,1,0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0
8949,3,1200,0,2,4,1,0,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1
8950,3,1000,10,2,2,2,2,2,1,1,15500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8953,2,520,1,1,1,2,1,2,1,0,13000.0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,2,0,0,0,1
8956,3,1000,10,1,2,3,1,2,1,2,14000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8957,3,830,3,2,2,2,1,1,1,2,25000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
8958,2,600,10,1,2,1,2,2,1,0,12500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8960,2,750,1,1,2,1,0,1,1,0,13500.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
8963,2,800,10,1,2,1,0,1,1,0,10000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8967,3,575,7,1,2,2,1,1,1,1,9000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
8972,3,750,2,2,2,2,2,1,1,1,10000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3,0,1,0
8974,4,1200,5,2,1,3,1,2,1,1,25000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
8976,3,650,6,1,1,0,0,2,1,1,11500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8979,3,1000,1,2,2,2,3,2,1,1,16000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
8985,3,650,20,2,2,2,0,1,1,1,10000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8986,4,1200,5,2,4,3,2,1,1,1,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
8988,4,2000,3,3,1,3,1,1,1,2,32000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
8990,3,850,15,1,1,0,0,1,1,0,17500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0
8992,3,950,10,1,2,2,1,1,1,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8999,3,900,10,2,1,2,3,2,1,2,30000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,1
9001,4,1200,0,2,1,2,1,2,1,0,20000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
9003,3,600,10,1,1,2,2,1,1,1,11000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9004,3,650,5,2,1,0,1,1,1,0,11500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9008,3,600,5,2,1,0,1,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9010,3,600,10,2,1,1,0,2,1,0,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9013,3,800,3,1,1,2,0,2,1,0,11500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9014,3,900,6,2,2,2,1,1,1,0,11500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9016,2,500,7,2,2,1,1,2,1,1,12500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
9017,2,560,9,1,2,2,3,2,1,0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
9021,1,150,5,1,2,1,0,1,1,0,8000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,1,0,0
9022,3,800,2,2,2,2,1,2,1,0,11500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9024,3,532,15,1,4,2,1,1,1,1,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
9030,1,400,5,1,1,1,1,1,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
9040,3,1000,2,2,2,2,2,1,1,2,26500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9041,3,850,1,2,1,2,4,3,1,0,17500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9045,2,450,4,1,2,2,1,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
9046,3,600,5,2,2,2,1,1,1,0,13000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9047,3,600,6,1,1,2,1,1,1,1,16000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
9051,3,700,5,2,3,2,1,2,1,0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9055,3,900,15,2,4,2,0,1,1,0,20000.0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,3,0,1,0
9056,2,600,10,1,2,1,2,1,1,0,11000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9061,3,500,4,1,2,0,2,1,1,0,8300.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9066,2,800,0,1,2,1,3,2,1,1,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9069,2,600,0,1,2,2,0,2,1,0,12500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
9070,2,450,1,1,2,2,0,1,1,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
9071,3,1000,15,2,2,3,0,1,1,0,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
9072,4,1200,3,2,2,3,1,1,1,1,16500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9074,2,600,0,1,1,1,2,1,1,1,9500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9075,3,1000,1,2,1,2,2,2,1,2,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
9078,3,1100,8,2,2,1,2,2,1,1,16500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
9079,3,1000,1,1,1,2,1,1,1,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9084,3,900,2,2,1,2,2,2,1,1,23000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
9087,3,1200,3,2,1,0,3,2,1,1,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9092,3,650,3,2,1,2,1,1,1,1,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
9094,3,900,10,2,4,2,1,2,1,1,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
9097,3,1000,12,1,2,0,0,1,1,0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9098,2,400,3,1,2,1,3,2,1,1,8500.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
9103,3,750,4,2,2,2,1,1,1,0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9106,3,550,0,2,1,2,2,1,1,0,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9107,3,950,3,2,1,2,0,2,1,0,17000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9108,2,600,1,1,4,1,3,2,1,1,12500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9111,3,1200,15,3,1,0,0,2,1,0,22500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1
9113,4,1500,15,2,4,3,1,2,1,2,19999.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,1
9117,3,800,2,2,2,2,3,1,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
9118,2,450,8,1,1,0,1,2,1,1,9000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9123,1,200,5,1,2,1,1,1,1,1,15000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0
9129,4,1200,10,2,2,3,1,2,1,1,25000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9132,3,800,2,2,1,2,2,2,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9134,2,450,3,1,1,1,2,2,1,1,9500.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
9136,2,700,0,1,1,2,1,2,1,1,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
9137,3,800,0,2,1,2,1,3,1,2,15500.0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,0,0,1
9146,3,900,10,2,4,2,1,1,1,1,23000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9150,2,900,5,2,2,2,0,2,1,1,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
9151,3,800,16,2,2,2,1,3,1,2,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9157,1,300,3,1,2,1,3,2,1,1,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
9158,3,800,5,1,2,2,1,2,1,0,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9161,4,1500,10,2,4,3,1,2,1,1,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
9162,1,800,5,1,4,3,1,1,1,1,17000.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0
9164,2,600,9,1,1,1,0,2,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
9165,2,400,5,1,2,1,0,1,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
9166,2,500,1,1,2,1,1,2,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0
9168,2,500,8,1,2,1,2,3,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
9169,2,450,10,1,1,0,1,1,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9172,2,700,8,1,3,1,0,2,1,1,8750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
9173,2,600,5,1,1,2,1,2,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,0,0
9174,4,1750,20,2,4,3,1,1,1,2,20000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9178,3,600,0,2,2,2,1,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9180,2,300,8,1,1,1,2,1,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
9184,3,850,8,1,2,1,2,1,1,2,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9185,3,700,1,1,1,2,2,1,1,1,11000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
9188,3,500,5,2,2,2,1,2,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
9192,2,560,4,1,1,1,1,1,1,0,10500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9194,3,850,11,1,1,2,1,2,1,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9199,4,2150,0,3,2,3,2,1,1,1,32000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0
9200,3,1000,10,2,2,2,0,2,1,1,12000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9202,3,700,10,1,2,2,0,1,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
9205,3,418,13,2,1,2,1,2,1,0,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9206,2,600,10,2,3,3,2,2,1,2,12500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1
9208,2,450,2,1,1,1,2,3,1,1,10500.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3,1,0,0
9209,2,450,5,1,2,1,0,2,1,0,10500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
