,type,locality,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,RWH,STP,HK,PB,VP,city,furnishing_encoded,parking_encoded
10506,3,Dodda Nekkundi,SEMI_FURNISHED,TWO_WHEELER,1050,8.0,2.0,2,2.0,0.0,2,1,1.0,17000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0
10511,2,Basaveshwaranagar,SEMI_FURNISHED,BOTH,900,10.0,1.0,4,2.0,0.0,2,1,0.0,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
10514,3,Basaveshwaranagar,NOT_FURNISHED,TWO_WHEELER,1200,10.0,1.0,1,0.0,0.0,2,1,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0
10515,3,Basavanagudi,SEMI_FURNISHED,TWO_WHEELER,900,8.0,2.0,1,2.0,2.0,2,1,1.0,25000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,0
10516,3,Vijayanagar,SEMI_FURNISHED,TWO_WHEELER,1100,8.0,2.0,2,2.0,2.0,1,1,1.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10519,4,Jayamahal,SEMI_FURNISHED,BOTH,1250,5.0,3.0,3,3.0,1.0,2,1,1.0,35000.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3
10523,3,Bilekahalli,SEMI_FURNISHED,BOTH,1000,1.0,2.0,2,2.0,1.0,2,1,1.0,30000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,3
10526,4,BTM Layout,SEMI_FURNISHED,TWO_WHEELER,1200,18.0,2.0,2,3.0,1.0,1,1,1.0,25000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10530,3,Hosakerehalli,SEMI_FURNISHED,TWO_WHEELER,800,7.0,1.0,1,2.0,0.0,1,1,0.0,12000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0
10531,2,Jakkasandra,SEMI_FURNISHED,TWO_WHEELER,450,6.0,1.0,2,1.0,3.0,2,1,1.0,10450.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10533,3,Koramangala,SEMI_FURNISHED,TWO_WHEELER,1100,10.0,2.0,2,2.0,0.0,1,1,0.0,26500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0
10534,3,Hosa Tippasandra,SEMI_FURNISHED,TWO_WHEELER,950,15.0,2.0,2,1.0,1.0,1,1,1.0,17000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10536,2,Munekolala,SEMI_FURNISHED,TWO_WHEELER,500,0.0,1.0,2,1.0,1.0,3,1,0.0,13000.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0
10537,2,BTM Layout,SEMI_FURNISHED,TWO_WHEELER,600,5.0,1.0,2,1.0,1.0,1,1,1.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
10542,2,HSR Layout,SEMI_FURNISHED,TWO_WHEELER,500,5.0,1.0,4,1.0,3.0,1,1,1.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0
10545,4,Kempapura,NOT_FURNISHED,TWO_WHEELER,1200,0.0,3.0,2,0.0,2.0,2,1,0.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
10549,3,Mangammanapalya,SEMI_FURNISHED,TWO_WHEELER,1000,0.0,2.0,1,2.0,0.0,1,1,1.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
10550,2,Suddagunte Palya Ward,SEMI_FURNISHED,TWO_WHEELER,600,9.0,1.0,2,1.0,1.0,2,1,0.0,9500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
10551,3,Brookefields,SEMI_FURNISHED,FOUR_WHEELER,950,3.0,2.0,2,2.0,2.0,2,1,2.0,15500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2
10553,3,Okalipuram,SEMI_FURNISHED,TWO_WHEELER,900,12.0,2.0,3,2.0,0.0,2,1,0.0,13000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0
10556,3,Ejipura,SEMI_FURNISHED,TWO_WHEELER,720,4.0,1.0,2,2.0,3.0,1,1,2.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
10557,2,Munekolala,SEMI_FURNISHED,TWO_WHEELER,500,5.0,1.0,2,1.0,0.0,2,1,0.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10559,3,Banashankari,SEMI_FURNISHED,TWO_WHEELER,1200,5.0,1.0,1,2.0,0.0,2,1,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0
10560,3,Kadugodi,SEMI_FURNISHED,BOTH,1080,3.0,2.0,1,2.0,0.0,3,1,2.0,18000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,1,3
10563,3,Dasarahalli,NOT_FURNISHED,TWO_WHEELER,650,8.0,1.0,1,0.0,1.0,1,1,0.0,12500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
10572,3,AECS Layout,SEMI_FURNISHED,BOTH,1200,4.0,2.0,1,2.0,1.0,2,1,1.0,21000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
10575,3,JP Nagar,SEMI_FURNISHED,BOTH,1100,3.0,2.0,2,2.0,3.0,1,1,1.0,21500.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3
10582,2,Suddagunte Palya Ward,NOT_FURNISHED,TWO_WHEELER,600,10.0,1.0,1,0.0,0.0,1,1,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
10584,4,Avalahalli,SEMI_FURNISHED,TWO_WHEELER,1200,5.0,2.0,2,3.0,0.0,2,1,0.0,16500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10589,2,Bellanduru,SEMI_FURNISHED,TWO_WHEELER,350,10.0,1.0,2,1.0,1.0,2,1,1.0,9800.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10591,2,BTM Layout,SEMI_FURNISHED,TWO_WHEELER,350,8.0,1.0,2,1.0,1.0,2,1,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0
10592,3,Bellanduru,SEMI_FURNISHED,TWO_WHEELER,750,1.0,2.0,1,2.0,0.0,2,1,0.0,13000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10594,2,Varthur,SEMI_FURNISHED,TWO_WHEELER,800,5.0,1.0,2,1.0,1.0,1,1,1.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0
10595,3,Halasuru,SEMI_FURNISHED,BOTH,700,5.0,1.0,1,2.0,0.0,1,1,0.0,12000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3
10598,3,Koramangala,SEMI_FURNISHED,FOUR_WHEELER,750,10.0,2.0,3,3.0,1.0,1,1,0.0,22000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2
10599,3,Jeevanbhima Nagar,SEMI_FURNISHED,BOTH,900,2.0,1.0,1,0.0,3.0,1,1,1.0,18500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
10606,3,Koramangala,FULLY_FURNISHED,BOTH,1100,4.0,2.0,2,2.0,1.0,1,1,2.0,40000.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,3
10610,3,Others,NOT_FURNISHED,TWO_WHEELER,400,7.0,1.0,1,0.0,2.0,2,1,0.0,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
10611,2,Sunkenahalli Ward,SEMI_FURNISHED,TWO_WHEELER,500,5.0,1.0,2,1.0,0.0,2,1,1.0,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
10613,3,Vidyapeeta ward,SEMI_FURNISHED,FOUR_WHEELER,500,15.0,1.0,2,1.0,1.0,2,1,1.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
10615,4,JP Nagar,SEMI_FURNISHED,TWO_WHEELER,1400,5.0,2.0,1,3.0,2.0,1,1,0.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0
10616,5,Nayandahalli Ward,NOT_FURNISHED,TWO_WHEELER,1200,5.0,4.0,1,0.0,1.0,2,1,1.0,25000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0
10617,3,Jayanagar,SEMI_FURNISHED,TWO_WHEELER,750,10.0,1.0,2,2.0,1.0,1,1,0.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10618,3,Hosa Tippasandra,SEMI_FURNISHED,TWO_WHEELER,600,5.0,2.0,2,1.0,1.0,2,1,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
10619,2,Dodda Nekkundi,SEMI_FURNISHED,TWO_WHEELER,550,4.0,1.0,1,3.0,2.0,2,1,1.0,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0
10622,2,Jakkasandra,SEMI_FURNISHED,TWO_WHEELER,500,10.0,1.0,2,2.0,1.0,1,1,1.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0
10624,3,Vidyapeeta ward,NOT_FURNISHED,TWO_WHEELER,650,4.0,1.0,3,0.0,0.0,1,1,0.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
10626,3,Hosakerehalli,SEMI_FURNISHED,TWO_WHEELER,800,4.0,1.0,2,2.0,0.0,2,1,0.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10631,2,Jogupalya,SEMI_FURNISHED,TWO_WHEELER,300,5.0,1.0,2,1.0,2.0,1,1,1.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
10632,3,HSR Layout,SEMI_FURNISHED,TWO_WHEELER,600,4.0,2.0,1,2.0,1.0,1,1,1.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10633,3,Rajajinagar,SEMI_FURNISHED,BOTH,1050,5.0,2.0,2,2.0,2.0,2,1,1.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,3
10634,3,Madiwala,SEMI_FURNISHED,TWO_WHEELER,800,7.0,2.0,2,2.0,2.0,2,1,1.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
10635,3,Kottigepalya,SEMI_FURNISHED,BOTH,1150,3.0,2.0,2,2.0,3.0,2,1,2.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,3
10636,3,Lakkasandra,SEMI_FURNISHED,TWO_WHEELER,1100,12.0,2.0,1,2.0,2.0,1,1,1.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0
10638,3,Varthur,SEMI_FURNISHED,BOTH,500,1.0,1.0,2,3.0,1.0,3,1,1.0,9000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
10640,2,Ejipura,SEMI_FURNISHED,TWO_WHEELER,550,0.0,1.0,3,1.0,4.0,2,1,1.0,14000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,1,0
10642,2,Madiwala,SEMI_FURNISHED,NONE,500,5.0,1.0,2,1.0,2.0,2,1,0.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
10647,2,Agaram,NOT_FURNISHED,TWO_WHEELER,500,6.0,1.0,3,0.0,0.0,3,1,0.0,13000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
10648,2,Bhuvaneshwari Nagar,NOT_FURNISHED,TWO_WHEELER,500,5.0,1.0,4,0.0,0.0,1,1,0.0,10000.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
10649,3,Girinagar,SEMI_FURNISHED,BOTH,1800,5.0,2.0,1,2.0,0.0,2,1,0.0,28000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,3
10650,4,Banashankari,SEMI_FURNISHED,BOTH,1500,1.0,2.0,1,0.0,1.0,1,1,0.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
10651,2,Srinagar,SEMI_FURNISHED,TWO_WHEELER,600,10.0,1.0,2,0.0,1.0,1,1,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10652,3,Dasarahalli,NOT_FURNISHED,NONE,600,10.0,1.0,1,0.0,1.0,2,1,0.0,9250.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
10656,2,Jayanagar,SEMI_FURNISHED,TWO_WHEELER,400,12.0,1.0,1,1.0,0.0,2,1,0.0,11000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0
10657,2,Dodda Nekkundi,SEMI_FURNISHED,BOTH,680,1.0,1.0,1,1.0,1.0,2,1,1.0,16000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,2,1,3
10658,3,Madiwala,SEMI_FURNISHED,BOTH,800,8.0,2.0,4,2.0,2.0,1,1,0.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
10659,3,Others,SEMI_FURNISHED,TWO_WHEELER,625,0.0,1.0,1,1.0,2.0,1,1,1.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
10660,2,Puttenahalli,SEMI_FURNISHED,TWO_WHEELER,400,0.0,1.0,2,1.0,0.0,2,1,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10662,3,Puttenahalli,SEMI_FURNISHED,BOTH,600,5.0,1.0,3,2.0,1.0,1,1,1.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
10664,3,Jakkasandra,SEMI_FURNISHED,BOTH,1550,10.0,3.0,4,2.0,0.0,1,1,0.0,35000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
10673,2,HSR Layout,SEMI_FURNISHED,TWO_WHEELER,450,5.0,1.0,1,3.0,2.0,1,1,1.0,12500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10676,3,Narayanapura,SEMI_FURNISHED,BOTH,1000,3.0,2.0,1,2.0,1.0,1,1,1.0,18500.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
10681,2,Lakkasandra,SEMI_FURNISHED,TWO_WHEELER,750,3.0,2.0,1,2.0,2.0,2,1,2.0,18500.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0
10682,3,Udaya Nagar,SEMI_FURNISHED,TWO_WHEELER,1250,1.0,2.0,1,3.0,0.0,2,1,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0
10685,3,Hagadur,SEMI_FURNISHED,TWO_WHEELER,750,2.0,2.0,1,2.0,2.0,3,1,1.0,12500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10689,2,Kaggadasapura,SEMI_FURNISHED,TWO_WHEELER,338,3.0,1.0,1,1.0,2.0,2,1,1.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10690,3,Kumaraswamy Layout,FULLY_FURNISHED,BOTH,1300,4.0,2.0,1,0.0,1.0,2,1,0.0,25000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3
10693,3,Jayanagar,SEMI_FURNISHED,TWO_WHEELER,500,8.0,1.0,2,2.0,1.0,2,1,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10698,3,Lakkasandra,SEMI_FURNISHED,TWO_WHEELER,750,2.0,2.0,4,2.0,1.0,2,1,1.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
10702,3,HSR Layout,SEMI_FURNISHED,TWO_WHEELER,800,3.0,2.0,4,2.0,2.0,2,1,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10709,3,Varthur,SEMI_FURNISHED,BOTH,840,2.0,2.0,2,2.0,3.0,3,1,1.0,18900.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,2,1,3
10712,2,BTM Layout,SEMI_FURNISHED,TWO_WHEELER,500,4.0,1.0,2,1.0,2.0,2,1,1.0,13500.0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,1,0
10714,3,Agaram,SEMI_FURNISHED,BOTH,1200,5.0,2.0,1,2.0,1.0,1,1,0.0,23000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
10715,2,Bilekahalli,SEMI_FURNISHED,TWO_WHEELER,450,5.0,1.0,1,2.0,4.0,1,1,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0
10720,3,Maruthi Seva Nagar,SEMI_FURNISHED,BOTH,1000,12.0,2.0,1,2.0,1.0,2,1,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
10721,3,AGS Layout,SEMI_FURNISHED,TWO_WHEELER,600,6.0,1.0,1,2.0,0.0,1,1,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0
10723,3,Yelchenahalli Ward,SEMI_FURNISHED,TWO_WHEELER,1200,5.0,2.0,2,2.0,0.0,2,1,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10725,3,Ejipura,SEMI_FURNISHED,TWO_WHEELER,600,16.0,2.0,4,2.0,1.0,1,1,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10731,3,Ittamadu,SEMI_FURNISHED,NONE,850,5.0,2.0,2,2.0,0.0,2,1,1.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1
10737,1,HSR Layout,SEMI_FURNISHED,TWO_WHEELER,250,12.0,1.0,1,2.0,1.0,1,1,0.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0
10739,3,Domlur,SEMI_FURNISHED,NONE,500,10.0,1.0,1,2.0,1.0,1,1,0.0,14500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
10742,2,Konena Agrahara Ward,SEMI_FURNISHED,TWO_WHEELER,470,8.0,1.0,2,0.0,2.0,1,1,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10745,2,Domlur,NOT_FURNISHED,TWO_WHEELER,650,8.0,1.0,2,0.0,2.0,1,1,0.0,13000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0
10748,1,AECS Layout,SEMI_FURNISHED,TWO_WHEELER,450,12.0,1.0,1,1.0,2.0,1,1,1.0,8000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0
10749,2,Malagala,SEMI_FURNISHED,TWO_WHEELER,500,10.0,1.0,2,2.0,1.0,1,1,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0
10750,4,Karisandra Ward,SEMI_FURNISHED,TWO_WHEELER,1400,15.0,3.0,3,2.0,0.0,2,1,0.0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0
10754,3,HSR Layout,SEMI_FURNISHED,FOUR_WHEELER,1050,1.0,2.0,1,2.0,1.0,2,1,2.0,23000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
10760,3,Lal Bahadur Shastri Nagar,SEMI_FURNISHED,TWO_WHEELER,850,5.0,2.0,2,2.0,1.0,2,1,1.0,12500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0
10763,3,Sarvagna Nagar,SEMI_FURNISHED,BOTH,800,0.0,2.0,2,2.0,2.0,2,1,2.0,16500.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,3
10764,3,Lal Bahadur Shastri Nagar,SEMI_FURNISHED,BOTH,800,6.0,1.0,1,2.0,3.0,2,1,1.0,9000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,1,3
10765,1,Domlur,SEMI_FURNISHED,TWO_WHEELER,300,15.0,1.0,2,2.0,2.0,2,1,1.0,20000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0
10767,2,HSR Layout,SEMI_FURNISHED,TWO_WHEELER,900,5.0,1.0,2,2.0,0.0,2,1,2.0,18500.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0
10772,2,Hoysala Nagara,SEMI_FURNISHED,TWO_WHEELER,450,10.0,1.0,4,1.0,0.0,1,1,0.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10774,2,Narayanapura,SEMI_FURNISHED,NONE,500,5.0,1.0,1,1.0,2.0,2,1,0.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
10775,3,Byrasandra Ward,SEMI_FURNISHED,TWO_WHEELER,600,10.0,2.0,3,2.0,2.0,2,1,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
10776,3,Basavanagudi,SEMI_FURNISHED,BOTH,1200,2.0,2.0,2,2.0,2.0,1,1,1.0,26000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3
10779,4,C V Raman Nagar,SEMI_FURNISHED,BOTH,1250,7.0,2.0,4,3.0,1.0,2,1,1.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
10780,3,Kumaraswamy Layout,SEMI_FURNISHED,TWO_WHEELER,600,0.0,1.0,1,1.0,1.0,2,1,0.0,12500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10784,3,Nagarabhavi,SEMI_FURNISHED,BOTH,1800,0.0,2.0,1,2.0,1.0,2,1,1.0,25000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
10790,2,Bommanahalli,SEMI_FURNISHED,NONE,500,5.0,1.0,1,1.0,2.0,2,1,1.0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1
10795,2,Guttahalli,SEMI_FURNISHED,TWO_WHEELER,430,1.0,1.0,2,2.0,1.0,2,1,0.0,15000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
10796,2,HSR Layout,SEMI_FURNISHED,BOTH,400,2.0,1.0,1,1.0,0.0,2,1,0.0,15500.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3
10797,2,Puttenahalli,SEMI_FURNISHED,BOTH,800,0.0,1.0,1,1.0,2.0,2,1,1.0,9200.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,3
10798,3,Lakkasandra,SEMI_FURNISHED,BOTH,450,16.0,2.0,3,1.0,1.0,2,1,0.0,16500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
10800,2,HSR Layout,SEMI_FURNISHED,TWO_WHEELER,600,2.0,1.0,1,1.0,2.0,2,1,1.0,11000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0
10801,3,HSR Layout,FULLY_FURNISHED,BOTH,940,0.0,2.0,2,2.0,3.0,2,1,1.0,28000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,3
10807,3,Hagadur,SEMI_FURNISHED,BOTH,800,10.0,1.0,2,0.0,0.0,1,1,0.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
10812,4,Bhuvaneshwari Nagar,SEMI_FURNISHED,BOTH,1400,10.0,3.0,1,3.0,2.0,2,1,1.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3
10815,3,BTM Layout,SEMI_FURNISHED,TWO_WHEELER,700,10.0,2.0,3,2.0,0.0,1,1,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
10817,3,Hampi Nagar,SEMI_FURNISHED,NONE,1100,15.0,1.0,2,2.0,0.0,2,1,0.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
10818,3,Bellanduru,SEMI_FURNISHED,BOTH,800,2.0,2.0,2,2.0,1.0,3,1,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3
10819,3,Rajarajeshwari Nagar,SEMI_FURNISHED,BOTH,1000,10.0,2.0,2,2.0,0.0,2,1,2.0,12500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
10825,3,Kumaraswamy Layout,SEMI_FURNISHED,TWO_WHEELER,700,6.0,1.0,1,2.0,0.0,1,1,0.0,8000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0
10826,3,Panathur,SEMI_FURNISHED,BOTH,1000,3.0,1.0,1,2.0,3.0,2,1,1.0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,1,3
10827,4,JP Nagar,SEMI_FURNISHED,TWO_WHEELER,1400,20.0,3.0,2,3.0,0.0,1,1,0.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
10828,4,Sriramamandir Ward,SEMI_FURNISHED,BOTH,1600,12.0,3.0,2,3.0,1.0,1,1,1.0,25000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,3
10831,3,Domlur,SEMI_FURNISHED,TWO_WHEELER,800,20.0,2.0,2,2.0,0.0,2,1,0.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
