type,locality,property_size,property_age,bathroom,facing,cup_board,floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,RWH,STP,HK,PB,VP,furnishing_encoded,parking_encoded
3,Kumaraswamy Layout,700,19,1,1,1,1,1,1,0,9000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,Hosahalli,600,20,2,4,0,1,1,1,1,11000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
2,Dodda Nekkundi,400,5,1,2,1,2,3,1,1,13000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3,Marathahalli,900,2,1,2,2,1,1,1,1,16000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
3,Shakambari Nagar,1000,10,2,2,0,1,1,1,0,16000,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
4,Jeevanbhima Nagar,900,10,2,2,2,1,1,1,0,25000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,HSR Layout,500,5,1,4,1,3,1,1,1,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,Bhuvaneshwari Nagar,700,13,1,4,0,0,1,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Chamarajpet,500,8,1,2,1,0,1,1,0,9500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,Cox Town,1500,10,2,2,2,0,1,1,2,35000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3
3,Banashankari,1000,10,2,2,2,1,1,1,2,16000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
4,Kumaraswamy Layout,1600,10,2,2,3,0,2,1,0,22000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Vignananagar,900,2,2,2,2,0,1,1,0,16000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
2,Jakkasandra,600,4,1,2,0,1,2,1,0,12300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Gayatri Nagar,700,15,1,1,1,1,2,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Hagadur,800,6,2,2,2,1,2,1,0,15000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,HSR Layout,800,12,2,2,2,1,1,1,1,22000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3,Ejipura,1000,5,2,2,2,1,3,1,0,24000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3,Kadugodi,700,2,2,1,2,1,3,1,1,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2,Ramagondanahalli,450,3,1,2,1,1,3,1,1,8500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
2,Kadugodi,650,3,1,1,2,1,1,1,0,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Ramagondanahalli,400,0,1,2,1,2,2,1,1,9000,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
2,Hanumantha Nagar,1000,10,1,2,1,1,1,1,1,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3,Sunkenahalli Ward,900,15,2,3,2,1,1,1,1,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Hosa Tippasandra,750,0,2,2,2,2,2,1,1,22000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2,Koramangala,500,10,1,1,1,0,1,1,0,8000,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3,JP Nagar,1000,10,2,2,2,0,1,1,1,17500,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2
2,Others,500,20,1,1,0,0,2,1,0,8500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,Koramangala,500,10,1,2,1,1,2,1,0,15000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,Halasuru,650,20,1,2,0,1,1,1,1,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,Domlur,450,5,1,1,1,2,1,1,2,14000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Hagadur,800,5,1,2,1,1,2,1,1,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Vannarpetai,550,0,2,1,3,2,2,1,0,16000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,Koramangala,400,10,1,2,3,1,1,1,0,17000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3,Mangammanapalya,840,0,2,2,0,1,2,1,1,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
3,JP Nagar,900,0,2,3,2,2,2,1,1,25000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
4,Hosa Tippasandra,1500,5,2,2,3,0,2,1,0,19000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Suddagunte Palya Ward,1000,4,2,1,2,1,2,1,2,22000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,Marenahalli,1800,15,1,1,3,1,2,1,1,25000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,Koramangala,1200,10,1,1,2,0,1,1,1,23000,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0
3,Kaggadasapura,950,5,3,1,3,0,1,1,1,15000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3,Vrisabhavathi Nagar,1020,13,2,2,2,1,2,1,1,12500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Yelchenahalli Ward,800,5,1,2,2,2,1,1,1,10500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Vishveshwara Puram,1300,0,1,1,2,1,2,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
3,HAL Airport Ward,950,1,2,1,0,1,1,1,1,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,Banashankari,1350,6,2,1,2,0,1,1,1,17000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1,Ambalipura,700,10,1,1,1,2,1,1,0,15000,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3
3,Bhuvaneshwari Nagar,850,8,2,1,2,2,2,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,HAL Airport Ward,800,4,1,1,2,3,2,1,1,13500,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0
2,Bhuvaneshwari Nagar,400,7,1,2,1,0,3,1,0,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,Yelchenahalli Ward,400,5,1,3,0,3,1,1,1,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
3,Yediyur Ward,400,10,1,1,0,1,2,1,0,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,Banashankari,800,0,2,2,2,2,2,1,0,20000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,JP Nagar,1200,10,2,1,0,0,2,1,1,14500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
2,BTM Layout,400,9,1,1,1,2,1,1,1,13000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Vignananagar,1200,8,2,2,2,0,1,1,1,18000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
3,Hombegowda Nagara,750,6,2,1,2,2,1,1,0,18000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Dodda Nekkundi,950,3,1,1,2,2,2,1,1,15500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4,Koramangala,1500,20,2,1,3,0,2,1,0,26000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Jakkasandra,850,5,1,1,3,0,1,1,1,19000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
3,Jogupalya,800,3,2,1,2,2,2,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,AGS Layout,1000,3,1,2,0,2,1,1,1,11000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
3,Yelchenahalli Ward,650,3,2,1,2,1,2,1,0,9000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Rajarajeshwari Nagar,1200,5,1,1,1,2,2,1,1,8000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3
3,Ramagondanahalli,650,0,1,1,2,2,1,1,0,12000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
2,Madiwala,250,0,1,4,1,3,2,1,0,10000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,HSR Layout,400,5,1,1,1,2,1,1,0,12000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,Vidyapeeta ward,900,10,2,1,2,0,1,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Govindaraj Nagar,800,10,1,2,1,1,1,1,0,10000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Rajarajeshwari Nagar,1200,3,2,1,2,1,2,1,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Vidyapeeta ward,1300,3,2,1,1,0,2,1,1,15000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Vannarpetai,1200,10,2,2,2,0,2,1,0,20000,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3
2,Yediyur Ward,550,8,1,4,1,0,1,1,0,11000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Domlur,700,6,1,3,1,0,3,1,0,13000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Hosakerehalli,600,6,1,2,1,2,2,1,1,8500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Avalahalli,750,20,1,4,2,1,1,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Jogupalya,1000,10,2,4,2,2,1,1,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,Ejipura,850,15,2,1,2,1,1,1,1,26000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,AGS Layout,920,4,2,1,2,1,2,1,1,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Varthur,1100,5,2,1,2,0,1,1,1,20000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
4,Bhuvaneshwari Nagar,1000,6,2,2,3,1,2,1,0,17000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Madiwala,400,2,1,2,1,2,2,1,1,8500,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,Bommanahalli,800,4,1,2,1,4,2,1,1,9000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Chikkalasandra,700,1,1,2,1,1,2,1,1,9500,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3
2,HSR Layout,800,0,1,3,0,1,1,1,0,12500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,Domlur,1400,15,3,2,2,1,2,1,1,25000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
2,JP Nagar,500,2,1,1,1,0,2,1,0,8000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,HSR Layout,800,2,2,1,2,3,2,1,1,16000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4,AGS Layout,1600,0,2,1,3,2,2,1,1,23000,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Hoysala Nagara,800,15,2,4,2,0,1,1,0,32000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Madiwala,600,5,1,2,2,0,1,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,AECS Layout,1500,2,2,1,2,3,2,1,1,14000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,Bilekahalli,1200,12,3,4,2,1,1,1,1,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Banashankari,555,2,2,1,1,0,1,1,0,9000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Hemmigepura,1000,6,2,1,0,1,2,1,1,11000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,3
2,Varthur,650,4,1,2,0,0,1,1,1,11000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,HSR Layout,1000,2,2,1,2,1,2,1,0,24000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3
3,Konena Agrahara Ward,1000,20,2,3,2,0,1,1,0,18000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Domlur,600,15,1,1,0,0,1,1,1,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,Kaveri Layout,800,8,1,2,0,2,1,1,1,9000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3,Suddagunte Palya Ward,600,5,1,1,2,0,2,1,0,13000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Bhoganahalli,800,5,1,2,2,2,1,1,0,9800,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
4,Karisandra Ward,1200,10,2,1,2,0,1,1,1,28000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1,JP Nagar,500,5,1,1,1,3,1,1,1,11000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,Lakkasandra,800,12,1,3,3,2,1,1,0,17000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Kaggadasapura,650,2,1,1,0,0,2,1,1,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3
2,Jakkasandra,425,10,1,2,0,3,1,1,1,8000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3,Maruthi Mandir ward,600,7,1,2,0,0,2,1,0,8000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,Rajarajeshwari Nagar,1200,4,2,2,2,2,1,1,1,12000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3,Lal Bahadur Shastri Nagar,1100,5,2,2,2,2,1,1,2,14000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Hosakerehalli,750,10,1,2,2,2,2,1,1,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Sunkenahalli Ward,800,7,2,1,2,1,2,1,1,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,ISRO Layout,1000,10,2,4,2,2,2,1,1,16000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,HSR Layout,500,1,1,2,1,2,2,1,0,13500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Adugodi,720,5,1,2,1,2,1,1,1,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,JP Nagar,1100,8,2,1,2,1,1,1,0,18000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Hagadur,798,5,2,2,2,1,2,1,2,20000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Yediyur Ward,550,10,1,1,2,3,1,1,2,14000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3,Cleveland Town,800,20,1,1,2,1,1,1,1,16500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2
3,Garudachara Palya,1200,10,2,4,2,0,1,1,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,Marathahalli,750,3,2,3,2,4,2,1,1,15500,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
3,HAL Airport Ward,800,4,2,1,0,2,1,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2,Gali Anjenaya Temple ward,750,15,2,2,1,1,1,1,1,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Halasuru,600,15,1,1,0,1,2,1,1,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,Koramangala,600,18,1,1,1,1,2,1,1,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Nagarabhavi,1200,1,2,1,0,0,1,1,0,10000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3
3,Gali Anjenaya Temple ward,850,8,2,1,2,2,2,1,1,14000,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
3,Nagarabhavi,1200,1,2,2,2,3,2,1,1,15000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Marathahalli,600,10,1,2,0,1,1,1,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,BTM Layout,350,3,1,3,3,3,1,1,0,15000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
3,Pattabhiram Nagar,1800,20,2,3,2,1,1,1,1,25000,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4,Srinagar,1280,4,2,2,3,3,2,1,1,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Srinagar,430,15,2,1,2,2,2,1,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,Hagadur,1200,4,2,2,2,1,3,1,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Bellanduru,650,0,2,1,1,1,2,1,1,14000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0
2,Gurappanapalya Ward,500,5,1,2,1,1,1,1,1,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Jogupalya,650,15,1,2,1,1,2,1,1,17000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2,Koramangala,550,8,1,2,1,2,1,1,1,15000,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3,Attiguppe,1000,7,2,2,2,1,2,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,Vijayanagar,550,10,2,2,2,1,2,1,1,10000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3,Lakkasandra,800,3,2,1,2,2,2,1,2,18000,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2,Konena Agrahara Ward,400,5,1,2,1,0,2,1,0,11000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Koramangala,900,7,1,1,2,1,1,1,2,17000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Munekolala,400,8,1,1,1,1,2,1,0,9000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,Hemmigepura,1200,5,2,2,2,2,2,1,1,10000,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4,ISRO Layout,1200,10,3,1,3,0,2,1,1,18000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Dodda Nekkundi,1300,7,2,2,2,0,2,1,0,22000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,3
2,Kumaraswamy Layout,600,5,1,1,0,0,1,1,0,9500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,Dodda Nekkundi,400,5,1,1,1,2,2,1,1,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
3,Haralur,1300,4,2,3,2,0,1,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Haralur,1200,2,2,1,2,0,3,1,0,12000,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3
3,Sampangiram Nagar Ward,600,5,1,3,1,2,1,1,1,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,Basavanagudi,1000,10,1,1,1,1,2,1,1,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Malleswaram,600,1,1,1,2,2,2,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2,Suddagunte Palya Ward,450,0,1,2,1,4,2,1,1,11000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Panathur,1086,2,2,2,2,3,2,1,2,23000,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,3
2,Koramangala,1000,1,1,1,1,1,2,1,1,18000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
2,Hosa Tippasandra,350,10,1,2,0,0,2,1,0,10000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Dodda Nekkundi,900,2,2,2,2,1,2,1,0,16000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3
4,Byrasandra Ward,1850,0,2,1,2,3,2,1,2,35000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,HSR Layout,600,8,2,2,2,1,1,1,1,11000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3,Srinivasapura,900,1,1,1,2,0,2,1,0,9000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3,Madiwala,600,6,2,1,1,1,1,1,1,15500,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,BTM Layout,600,0,2,1,2,2,2,1,0,9500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Chikkalasandra,1300,13,2,2,0,1,1,1,1,12000,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3
2,Gayatri Nagar,450,10,1,1,1,2,2,1,0,8500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Varthur,1300,0,2,2,2,3,2,1,2,15500,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,3
3,Koramangala,1200,7,1,2,2,2,1,1,1,19000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3
4,Basaveshwaranagar,1100,10,1,2,2,1,1,1,0,18500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,Madiwala,450,3,1,1,0,0,2,1,0,8000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,BTM Layout,900,15,1,2,0,0,2,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3,Koramangala,750,8,1,2,2,1,1,1,1,20000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2,Narayanapura,550,5,1,4,0,2,1,1,1,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,HSR Layout,800,2,2,1,0,1,1,1,1,10000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3,Rajarajeshwari Nagar,1050,4,2,2,2,0,2,1,1,13000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,Malagala,800,4,1,2,1,2,2,1,0,8500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,Vasanth Nagar,1365,7,2,2,3,1,1,1,2,28000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
2,Rajarajeshwari Nagar,600,10,1,2,1,0,2,1,1,8000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,HSR Layout,600,2,2,3,2,1,2,1,1,19500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2,Vignananagar,400,5,1,2,1,1,1,1,1,8500,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,HAL Airport Ward,1000,17,2,2,2,2,1,1,2,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,HSR Layout,1000,6,2,1,3,2,1,1,1,18000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3,Basavanagudi,1200,2,2,1,2,1,2,1,1,30000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,3
2,Domlur,900,12,1,2,1,1,2,1,2,20000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2,Hemmigepura,600,0,1,2,1,0,1,1,0,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Adugodi,550,0,1,2,2,2,2,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Puttenahalli,600,10,1,2,3,1,1,1,1,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,HSR Layout,500,2,1,1,0,3,1,1,1,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,Munekolala,630,5,1,2,0,1,1,1,0,10500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Kadugodi,500,1,1,2,1,2,1,1,1,9000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,3
2,Bhoganahalli,600,4,1,2,1,2,1,1,1,9000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Dodda Nekkundi,1500,5,2,1,2,0,1,1,1,23000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,3
